InstanceID	A_0	A_1	R_0	R_1	R_2	R_3	Class
39	5089.61485401381	4121.874358802638	5946.414624342447	6735.9603992492575	6473.7103932311375	6477.857760245482	1
56	5368.8501207607205	5064.242113345398	6288.499659934893	6917.020123225961	6735.72497426917	6800.4935439011315	0
57	3954.75318205226	4278.587183369963	8027.77422094984	5041.468308086658	4933.985447338995	6744.075391631531	1
32	6275.463210535819	6330.107160439807	10726.441472335628	8651.8882532785	8469.828917092374	8287.785866773524	0
23	5415.805069350103	5104.272637738001	7109.364093180155	7786.986350266866	6354.540695071188	6923.740743339394	1
49	3765.1272423425908	3853.7805757188416	4930.397050358053	4049.0307347379453	3760.0356788883255	6101.318981155765	1
43	4770.320449085523	4928.078796993436	9065.98683806542	5517.037128385374	7322.753465059835	7027.069391022365	1
21	4767.400719316045	4668.515812052029	6136.638109322085	7152.5196181962065	4322.531556559747	6571.131170038809	1
45	3826.5532120273833	3673.095476536273	3940.889571101331	3158.5558008379103	4912.3128829843445	2801.426128882212	0
42	3875.5647307664567	3976.6468674123357	7516.2869748771855	4065.938223684575	6131.31075644906	3979.913634164313	1
34	3364.4513964974453	2621.4116219951356	3142.3212065722964	2697.0899305632693	4496.3660915745995	2099.749787180277	1
35	4520.71261740889	3682.138536125537	5264.659086391703	4482.7339307472275	5791.899812181611	5707.56523451803	1
46	4697.62473510279	4589.245968992713	8562.083742177865	6497.745490158389	6908.7870281299865	4716.702027750108	1
20	3811.6005916980534	2983.0665806014626	3562.3719319881475	5776.8790941971565	2209.959196465906	2632.557427344171	1
61	4899.509411861083	5128.288752921677	9083.973134031627	7674.666453687079	5603.728912671519	7747.0579147850585	1
37	4306.430169133312	4726.868264407727	7547.02916386612	4380.494908970497	6064.106428944419	3643.3164645796483	0
14	5475.942779375769	4783.204172294603	8980.659307423708	7255.780205479211	6736.8823476155885	5020.64017029871	1
63	5665.919820046492	5561.045753127886	10260.340988011318	8286.63570683955	7863.739370105	8212.494714103408	1
53	4359.0258804179375	4461.507146259705	5854.722303625145	6544.927099106535	4308.867038863447	6825.113226505129	1
0	6856.990419351083	6361.606232955059	11063.238248766009	9030.446607585616	8563.294284646056	8454.681141089739	0
38	3857.4518557278616	2995.56582888283	3922.605232964791	4866.002549088893	4975.119386928755	2773.621016479793	1
27	4239.0070810775815	3152.3707193505766	3360.1042287599685	5447.560289345427	2877.4906948333332	2759.3641739005325	0
50	5297.786133985052	5239.536466685984	8891.674894854354	7655.588424358916	5866.587733506876	7692.657623023348	0
1	5664.3547854769395	5222.77752526179	8737.293172194333	7250.974110111378	7025.801190716066	4619.390990284553	0
55	5227.772819122431	5009.051731909694	7015.191885009793	7260.53688083516	6571.815312673615	7181.747120209119	1
6	3980.2301123072975	4734.0182661813615	8281.945798700128	4450.049432490167	5040.495028881064	6505.3145215018585	0
13	5366.674866385481	4443.572338642381	9085.812208847561	7853.728258806995	4988.275561315274	7058.3698649717735	1
24	5601.333311061543	5173.161986280187	6297.996535993576	7279.612341116363	6714.392205637803	6800.621656343355	0
41	4462.860212174002	4088.7480094019047	4674.537664227985	5355.60046771022	5351.17892964513	3469.92616569129	0
30	5375.888326504928	4460.106514173124	8855.168063221909	7561.58283412391	6288.3982849646845	4939.429757323486	1
28	4765.304160504144	3622.4724681681614	7374.061555224565	6895.109710495998	3808.964699396115	4147.053391341632	1
59	4797.611754122675	4755.43492815693	9144.224760562429	5532.610729462863	7070.661141704526	7297.823340490299	1
31	6155.445964543804	5769.451116447949	10674.081248308472	8904.507190948152	7880.205255692525	8176.555936279384	1
7	3247.8944141896427	3769.1597292170477	6413.916179413225	3135.074783691777	3736.14128480877	3329.430360881621	0
16	6701.061058265873	5718.622820183477	10548.511735767002	8847.229742287716	8382.05251748854	8346.390602847321	0
4	4845.282910338698	5654.621473221274	9487.162612880169	5164.251255187147	7595.282222291083	7158.181237528495	0
48	6033.003320244504	5599.83597076134	10118.01235635554	8334.016029841709	8211.177947311804	8152.598626107831	0
51	4330.524604905922	4025.7785679170615	5848.777730902895	4442.080419949906	5720.637629338419	6175.166054585138	1
54	4781.992638708476	4575.203784060952	7929.280075974946	5232.138084311861	5352.769978323286	7055.140894126229	0
36	5632.312400881038	5852.341534284344	9767.63011370476	6149.403641229831	7643.98732091196	7411.646772159	0
17	5516.594711274917	4111.425984901523	7920.5360723316835	7107.876005711219	6235.0856510495605	4059.4757981677944	0
