InstanceID	A_0	A_1	R_0	R_1	R_2	R_3	Class
46	10943.724152485684	11467.617923153353	21730.404781668785	17136.690775974035	18151.838931140897	12018.738742208738	1
20	8296.85867530837	7128.424403590494	8492.197805050373	14321.06142089006	5475.846824275215	5884.153174497461	1
61	11681.18605300084	13192.569165726094	23103.923412178126	19771.08087714514	14644.028043326141	20032.735419888555	1
37	10134.315970272008	11614.231006579437	18726.75804721958	10556.480825591656	15798.212789765617	9322.626871518627	0
14	13077.431262255546	12146.591765085484	22949.712911043494	18931.13829898154	17956.8336462196	12882.533811726214	1
63	14082.24760813138	14477.127342897182	26426.770314472946	21868.04144984802	21284.620405790916	21724.81986975749	1
53	9889.69115957408	11413.875272557263	14409.529006267807	16526.760517888095	11148.023431862563	17286.16385079323	1
0	16686.29108557261	16296.114438569386	28180.450488711518	23039.897178154217	22839.12493784959	21967.061490128137	0
38	8468.215754791221	7171.16621509768	9281.153828388608	12549.939667724284	12939.345526523939	6637.4346736924535	1
27	8850.682598436088	7077.240851745696	7362.366647986148	12893.505423140698	6548.794811057876	6071.953095376957	0
50	12535.43811050783	13030.66038573308	22212.61416208622	19003.44152121963	14727.392385829602	19565.556569588607	0
1	13352.689036962038	12948.084793895074	22104.15823496723	18502.293176117124	18565.853947443582	11837.84943901979	0
55	12495.199707675702	12998.668022003112	17577.2919572358	18850.265161902396	17655.712956701478	18665.445134053614	1
6	9180.572457529686	11279.83161871541	20484.2993836641	10259.002394303929	12016.208350336976	16552.89148579702	0
13	12832.930889283958	11012.38799227884	22890.733534959607	19829.63061581726	12688.097238085184	17700.612713354905	1
24	12945.433632379145	12873.918163109074	15417.709094434515	18499.30299238485	17939.55851104009	17665.9075125556	0
41	9746.46888255522	9829.993378123596	11213.301817204863	13434.942535277733	14192.71180838976	8479.259776496005	0
30	12812.41679051513	11294.334627452037	22529.335297429923	19650.91557935645	16825.233668597226	12534.634413670989	1
28	10930.89015499177	8909.338466098812	18491.533096999086	17329.9548687685	9471.270917468371	9847.06081984465	1
59	11997.088772814435	12033.663564550594	23226.539159326327	14177.628122316595	18642.061552542404	19188.80890925175	1
31	15118.585108842568	15058.645941422403	27268.228448776525	23148.01984854436	21242.531003298685	21256.370297262685	1
7	6756.871397465742	8357.1390653074	15314.73332923363	6694.540205777639	8222.031989725467	7727.005611073017	0
16	16182.605617024998	14436.46404480245	26452.059287444856	22688.181160590782	22076.799634801915	21648.741809624094	0
4	11785.178531068006	14319.856377214172	23888.334250113043	12671.003292673322	19748.419588537723	18765.11985231993	0
48	14764.624168665216	14235.60190616371	25452.710209671248	21483.31755955799	21757.152978368238	21426.485014183305	0
51	10346.81538611681	10293.079813099448	14217.317255920858	10959.453305530196	14967.263851451655	15946.050433320059	1
54	11236.748508096245	10992.254093354839	19494.44099296319	12165.165649745473	12772.158309512588	17769.501660952592	0
36	13991.220722502885	14999.301729636212	24764.58740133105	15257.882651810694	20159.374539956858	19574.940900343045	0
17	13111.869926384521	9781.077379922192	19852.622193669053	18075.38254706358	16244.679311959908	10238.520976985603	0
